Year,Movie,Revenue,Budget,Summary,Director,Writers,Stars,Production
1954,Sabrina,NA,"$2,238,813",A playboy becomes interested in the daughter of his family's chauffeur. But it's his more serious brother who would be the better man for her.,Billy Wilder,"['Billy Wilder', 'Samuel A. Taylor']","['Humphrey Bogart', 'Audrey Hepburn', 'William Holden']",['Paramount Pictures']
1953,Roman Holiday,NA,"$1,500,000",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,William Wyler,"['Ian McLellan Hunter', 'John Dighton']","['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert']",['Paramount Pictures']
1939,"The Little Princess,",NA,NA,"A little girl is left by her father in an exclusive seminary for girls, due to her father having to go to Africa with the army.",Walter Lang,"['Ethel Hill', 'Walter Ferris']","['Shirley Temple', 'Richard Greene', 'Anita Louise']",['Twentieth Century Fox Film Corporation']
1944,Meet Me in St. Louis,"$7,566,000","$1,707,561","In the year before the 1904 St Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",Vincente Minnelli,"['Irving Brecher', 'Fred F. Finklehoffe']","['Judy Garland', ""Margaret O'Brien"", 'Mary Astor']",['Metro-Goldwyn-Mayer (MGM)']
1939,"The Wizard of Oz,","$22,202,612","$2,777,000",Dorothy Gale is swept away to a magical land in a tornado and embarks on a quest to see the Wizard who can help her return home.,Victor Fleming,"['Noel Langley', 'Florence Ryerson']","['Judy Garland', 'Frank Morgan', 'Ray Bolger']",['Metro-Goldwyn-Mayer (MGM)']
1939,Gone with the Wind,"$198,655,278","$3,977,000",A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.,Victor Fleming,"['Margaret Mitchell', 'Sidney Howard']","['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell']","['Selznick International Pictures', 'Metro-Goldwyn-Mayer (MGM)']"
1982,My Favorite Year,NA,NA,A dissolute matinee idol is slated to appear on a live TV variety show.,Richard Benjamin,"['Norman Steinberg', 'Dennis Palumbo']","[""Peter O'Toole"", 'Mark Linn-Baker', 'Jessica Harper']","['Metro-Goldwyn-Mayer (MGM)', 'Brooksfilms']"
1950,Sunset Blvd. (a.k.a. Sunset Boulevard),NA,NA,NA,NA,NA,NA,NA
1941,Citizen Kane,NA,"$686,033","Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.",Orson Welles,"['Herman J. Mankiewicz', 'Orson Welles']","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']","['RKO Radio Pictures', 'Mercury Productions']"
1968,2001: A Space Odyssey,"$56,715,371","$10,500,000","Humanity finds a mysterious, obviously artificial object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest.",Stanley Kubrick,"['Stanley Kubrick', 'Arthur C. Clarke']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester']","['Metro-Goldwyn-Mayer (MGM)', 'Stanley Kubrick Productions']"
1947,Golden Earrings,NA,"$1,000,000","On the eve of World War II (1939) English officer Ralph Denistoun is in Nazi Germany on an espionage mission to recover a poison gas formula from Prof. Krosigk. He is helped by Lydia and ...
                    See full summary »",Mitchell Leisen,"['Abraham Polonsky', 'Frank Butler']","['Ray Milland', 'Marlene Dietrich', 'Murvyn Vye']",['Paramount Pictures']
1950,All About Eve,"$10,177","$1,400,000",An ingenue insinuates herself in to the company of an established but aging stage actress and her circle of theater friends.,Joseph L. Mankiewicz,['Joseph L. Mankiewicz'],"['Bette Davis', 'Anne Baxter', 'George Sanders']",['Twentieth Century Fox Film Corporation']
1939,"The Women,",NA,"$1,688,000",A study of the lives and romantic entanglements of various interconnected women.,George Cukor,"['Clare Boothe Luce', 'Anita Loos']","['Norma Shearer', 'Joan Crawford', 'Rosalind Russell']",['Metro-Goldwyn-Mayer (MGM)']
1940,Rebecca,NA,"$1,288,000",A self-conscious bride is tormented by the memory of her husband's dead first wife.,Alfred Hitchcock,"['Daphne Du Maurier', 'Robert E. Sherwood']","['Laurence Olivier', 'Joan Fontaine', 'George Sanders']",['Selznick International Pictures']
1940,Foreign Correspondent,NA,NA,"On the eve of WWII, a young American reporter tries to expose enemy agents in London.",Alfred Hitchcock,"['Charles Bennett', 'Joan Harrison']","['Joel McCrea', 'Laraine Day', 'Herbert Marshall']",['Walter Wanger Productions']
1946,Notorious,NA,"$2,000,000",A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,Alfred Hitchcock,['Ben Hecht'],"['Cary Grant', 'Ingrid Bergman', 'Claude Rains']","['RKO Radio Pictures', 'Vanguard Films']"
1945,Spellbound,NA,"$1,696,377",A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,Alfred Hitchcock,"['Ben Hecht', 'Frances Beeding']","['Ingrid Bergman', 'Gregory Peck', 'Michael Chekhov']","['Selznick International Pictures', 'Vanguard Films']"
1957,"Affair to Remember, An",NA,NA,NA,NA,NA,NA,NA
1955,To Catch a Thief,NA,"$2,500,000","When a reformed jewel thief is suspected of returning to his former occupation, he must ferret out the real thief in order to prove his innocence.",Alfred Hitchcock,"['John Michael Hayes', 'David Dodge']","['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis']",['Paramount Pictures']
1950,Father of the Bride,NA,NA,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",Vincente Minnelli,"['Frances Goodrich', 'Albert Hackett']","['Spencer Tracy', 'Joan Bennett', 'Elizabeth Taylor']","['Metro-Goldwyn-Mayer (MGM)', ""Loew's""]"
1953,"The Band Wagon,",NA,"$2,169,120",A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,Vincente Minnelli,"['Betty Comden', 'Adolph Green']","['Fred Astaire', 'Cyd Charisse', 'Oscar Levant']",['Metro-Goldwyn-Mayer (MGM)']
1939,Ninotchka,"$1,187,000","$1,365,000",A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,Ernst Lubitsch,"['Charles Brackett', 'Billy Wilder']","['Greta Garbo', 'Melvyn Douglas', 'Ina Claire']",['Metro-Goldwyn-Mayer (MGM)']
1957,Love in the Afternoon,NA,"$2,100,000",A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,Billy Wilder,"['Billy Wilder', 'I.A.L. Diamond']","['Gary Cooper', 'Audrey Hepburn', 'Maurice Chevalier']",['Billy Wilder Productions']
1958,Gigi,NA,"$3,319,355","Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship, but it may not stay platonic for long.",Vincente Minnelli,"['Alan Jay Lerner', 'Colette']","['Leslie Caron', 'Maurice Chevalier', 'Louis Jourdan']","['Metro-Goldwyn-Mayer (MGM)', 'Arthur Freed Production']"
1958,"The Reluctant Debutante,",NA,NA,"A teenage American girl while visiting her father, is thrown into London society during the ""Debutante Season"".",Vincente Minnelli,"['William Douglas-Home', 'William Douglas-Home']","['Rex Harrison', 'Kay Kendall', 'John Saxon']","['Avon Productions (II)', 'Metro-Goldwyn-Mayer (MGM)']"
1938,"The Adventures of Robin Hood,",NA,"$1,900,000","When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",Michael Curtiz,"['Norman Reilly Raine', 'Seton I. Miller']","['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone']",['Warner Bros.']
1940,"The Mark of Zorro,",NA,"$1,000,000",A young aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.,Rouben Mamoulian,"['John Taintor Foote', 'Garrett Fort']","['Tyrone Power', 'Linda Darnell', 'Basil Rathbone']",['Twentieth Century Fox Film Corporation']
1944,Laura,NA,"$1,020,000",A police detective falls in love with the woman whose murder he is investigating.,Otto Preminger,"['Vera Caspary', 'Jay Dratler']","['Gene Tierney', 'Dana Andrews', 'Clifton Webb']",['Twentieth Century Fox Film Corporation']
1947,"The Ghost and Mrs. Muir,",NA,NA,"In 1900, a young widow finds her seaside cottage is haunted...and forms a unique relationship with the ghost.",Joseph L. Mankiewicz,"['Philip Dunne', 'R.A. Dick']","['Gene Tierney', 'Rex Harrison', 'George Sanders']",['Twentieth Century Fox Film Corporation']
1937,Lost Horizon,NA,"$4,000,000",A plane crash delivers a group of people to the secluded land of Shangri-La -- but is it the miraculous utopia it appears to be?,Frank Capra,"['Robert Riskin', 'James Hilton']","['Ronald Colman', 'Jane Wyatt', 'Edward Everett Horton']",['Columbia Pictures Corporation']
1935,Top Hat,"$3,000,000","$609,000","An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",Mark Sandrich,"['Dwight Taylor', 'Allan Scott']","['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']",['RKO Radio Pictures']
1942,To Be or Not to Be,NA,NA,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Ernst Lubitsch,"['Melchior Lengyel', 'Edwin Justus Mayer']","['Carole Lombard', 'Jack Benny', 'Robert Stack']",['Romaine Film Corporation']
1936,My Man Godfrey,NA,"$656,000",A scatterbrained socialite hires a vagrant as a family butler...but there's more to Godfrey than meets the eye.,Gregory La Cava,"['Morrie Ryskind', 'Eric Hatch']","['William Powell', 'Carole Lombard', 'Alice Brady']",['Universal Pictures']
1956,Giant,NA,"$5,400,000",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,George Stevens,"['Edna Ferber', 'Fred Guiol']","['Elizabeth Taylor', 'Rock Hudson', 'James Dean']","['Giant Productions', 'Warner Bros.']"
1955,East of Eden,NA,NA,"In the Salinas Valley, in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother Aron for the love of their father Adam. Cal is frustrated at ...
                    See full summary »",Elia Kazan,"['John Steinbeck', 'Paul Osborn']","['James Dean', 'Raymond Massey', 'Julie Harris']",['Warner Bros.']
1934,"The Thin Man,",NA,"$226,408","Nick and Nora Charles, a former detective and his rich, playful wife, investigate a murder case mostly for the fun of it.",W.S. Van Dyke,"['Albert Hackett', 'Frances Goodrich']","['William Powell', 'Myrna Loy', ""Maureen O'Sullivan""]",['Metro-Goldwyn-Mayer (MGM)']
1940,His Girl Friday,NA,NA,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,Howard Hawks,"['Charles Lederer', 'Ben Hecht']","['Cary Grant', 'Rosalind Russell', 'Ralph Bellamy']",['Columbia Pictures Corporation']
1956,Around the World in 80 Days,"$42,000,000","$6,000,000",A Victorian Englishman bets that with the new steamships and railways he can do what the title says.,Michael Anderson,"['James Poe', 'John Farrow']","['David Niven', 'Cantinflas', 'Finlay Currie']",['Michael Todd Company']
1946,It's a Wonderful Life,"£682,222","$3,180,000",An angel helps a compassionate but despairingly frustrated businessman by showing what life would have been like if he never existed.,Frank Capra,"['Frances Goodrich', 'Albert Hackett']","['James Stewart', 'Donna Reed', 'Lionel Barrymore']",['Liberty Films (II)']
1939,Mr. Smith Goes to Washington,NA,"$1,500,000","A naive man is appointed to fill a vacancy in the US Senate. His plans promptly collide with political corruption, but he doesn't back down.",Frank Capra,"['Sidney Buchman', 'Lewis R. Foster']","['James Stewart', 'Jean Arthur', 'Claude Rains']",['Columbia Pictures Corporation']
1938,Bringing Up Baby,NA,"$1,073,000","While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard ""Baby.""",Howard Hawks,"['Dudley Nichols', 'Hagar Wilde']","['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles']",['RKO Radio Pictures']
1941,Penny Serenade,NA,NA,A couple's big dreams give way to a life full of unexpected sadness and unexpected joy.,George Stevens,"['Morrie Ryskind', 'Martha Cheavens']","['Cary Grant', 'Irene Dunne', 'Beulah Bondi']",['Columbia Pictures Corporation']
1926,"The Scarlet Letter,",NA,"$430,290","After having a child out of wedlock, a young Puritan woman is pressured to reveal the name of her lover.",Victor Sjöström,"['Nathaniel Hawthorne', 'Frances Marion']","['Lillian Gish', 'Lars Hanson', 'Henry B. Walthall']",['Metro-Goldwyn-Mayer (MGM)']
1943,Lady of Burlesque,NA,NA,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.",William A. Wellman,"['Gypsy Rose Lee', 'James Gunn']","['Barbara Stanwyck', ""Michael O'Shea"", 'J. Edward Bromberg']",['Hunt Stromberg Productions']
1934,Of Human Bondage,NA,NA,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,John Cromwell,"['Lester Cohen', 'W. Somerset Maugham']","['Bette Davis', 'Leslie Howard', 'Frances Dee']",['Radio Pictures (II)']
1946,Angel on My Shoulder,NA,NA,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.,Archie Mayo,"['Harry Segall', 'Harry Segall']","['Paul Muni', 'Anne Baxter', 'Claude Rains']",['Charles R. Rogers Productions']
1936,Little Lord Fauntleroy,NA,NA,An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.,John Cromwell,"['Frances Hodgson Burnett', 'Hugh Walpole']","['Freddie Bartholomew', 'Dolores Costello', 'C. Aubrey Smith']",['Selznick International Pictures']
1939,They Made Me a Criminal,NA,NA,A boxer flees believing he has comitted a murder while he was drunk.,Busby Berkeley,"['Sig Herzig', 'Bertram Millhauser']","['John Garfield', 'Claude Rains', ""The 'Dead End' Kids""]",['Warner Bros.']
1949,"The Inspector General,",NA,NA,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom ...
                    See full summary »",Henry Koster,"['Philip Rapp', 'Harry Kurnitz']","['Danny Kaye', 'Walter Slezak', 'Barbara Bates']",['Warner Bros.']
1947,Angel and the Badman,NA,NA,"Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Penelope lives in.",James Edward Grant,['James Edward Grant'],"['John Wayne', 'Gail Russell', 'Harry Carey']","['John Wayne Productions', 'Patnel Productions']"
1935,"The 39 Steps,",NA,NA,"A man in London tries to help a counterespionage agent. But when the agent is killed and the man stands accused, he must go on the run to both save himself and also stop a spy ring which is trying to steal top secret information.",Alfred Hitchcock,"['John Buchan', 'Charles Bennett']","['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim']",['Gaumont British Picture Corporation']
1945,"Walk in the Sun, A",NA,NA,NA,NA,NA,NA,NA
1943,"The Outlaw,",NA,NA,"Western legends Pat Garrett, Doc Holliday and Billy the Kid are played against each other over the law and the attentions of vivacious country vixen Rio McDonald.",Howard Hughes,['Jules Furthman'],"['Jack Buetel', 'Thomas Mitchell', 'Jane Russell']",['Howard Hughes Productions']
1968,Night of the Living Dead,NA,"$114,000",A group of people hide from bloodthirsty zombies in a farmhouse.,George A. Romero,"['John A. Russo', 'George A. Romero']","['Duane Jones', ""Judith O'Dea"", 'Karl Hardman']","['Image Ten', 'Laurel Group', 'Market Square Productions']"
1951,"The African Queen,",NA,NA,"In Africa during WWI, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",John Huston,"['C.S. Forester', 'James Agee']","['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley']","['Romulus Films', 'Horizon Pictures']"
1954,Beat the Devil,NA,"$1,000,000","On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...",John Huston,"['Claud Cockburn', 'Truman Capote']","['Humphrey Bogart', 'Jennifer Jones', 'Gina Lollobrigida']","['Rizzoli-Haggiag', 'Romulus Films', 'Santana Pictures Corporation']"
1958,Cat on a Hot Tin Roof,NA,"$3,000,000","Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",Richard Brooks,"['Richard Brooks', 'James Poe']","['Elizabeth Taylor', 'Paul Newman', 'Burl Ives']","['Metro-Goldwyn-Mayer (MGM)', 'Avon Productions (II)']"
1954,"The Last Time I Saw Paris,",NA,NA,"Charles returns to Paris to reminisce about the life he led in Paris after it was liberated. He worked on ""Stars and Stripes"" when he met Marion and Helen. He would marry and be happy ...
                    See full summary »",Richard Brooks,"['Julius J. Epstein', 'Philip G. Epstein']","['Elizabeth Taylor', 'Van Johnson', 'Walter Pidgeon']",['Metro-Goldwyn-Mayer (MGM)']
1941,Meet John Doe,NA,NA,"A man needing money agrees to impersonate a nonexistent person who said he'd be committing suicide as a protest, and a political movement begins.",Frank Capra,"['Richard Connell', 'Robert Presnell Sr.']","['Gary Cooper', 'Barbara Stanwyck', 'Edward Arnold']",['Frank Capra Productions']
1938,Algiers,NA,NA,Beautiful Gaby meets a romantic jewel thief in the mysterious Casbah.,John Cromwell,"['John Howard Lawson', 'James M. Cain']","['Charles Boyer', 'Hedy Lamarr', 'Sigrid Gurie']",['Walter Wanger Productions']
1937,Something to Sing About,NA,"$900,000","A New York bandleader journeys to Hollywood when he is offered a contract with a studio, but he is determined to do things his way and not theirs.",Victor Schertzinger,"['Victor Schertzinger', 'Austin Parker']","['James Cagney', 'Evelyn Daw', 'William Frawley']",['Zion Meyers Productions']
1932,"Farewell to Arms, A",NA,NA,NA,NA,NA,NA,NA
1936,Moonlight Murder,NA,NA,"An escaped lunatic, a mysterious swami, and various lovers all have designs on a famous opera singer.",Edwin L. Marin,"['Florence Ryerson', 'Edgar Allan Woolf']","['Chester Morris', 'Madge Evans', 'Leo Carrillo']",['Metro-Goldwyn-Mayer (MGM)']
1930,"Blue Angel, The (Blaue Engel, Der)",NA,NA,NA,NA,NA,NA,NA
1995,Nothing Personal,NA,NA,NA,NA,NA,NA,NA
1987,In the Line of Duty 2,NA,NA,NA,NA,NA,NA,NA
1997,Dangerous Ground,NA,NA,NA,NA,NA,NA,NA
1955,Picnic,NA,NA,Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,Joshua Logan,"['Daniel Taradash', 'William Inge']","['William Holden', 'Kim Novak', 'Betty Field']",['Columbia Pictures Corporation']
1995,Madagascar Skin,NA,NA,NA,NA,NA,NA,NA
1996,"The Pompatus of Love,",NA,NA,"Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",Richard Schenkman,"['Jon Cryer', 'Adam Oliensis']","['Adrian Pasdar', 'Paige Turco', 'Arabella Field']","['BMG Independents', 'Counterproductions Inc.', 'Monte Cristo International']"
1996,Small Wonders,NA,NA,"A dedicated music teacher in East Harlem instructs a gaggle of underprivileged children in the art of the violin. In the climax, they play Carnegie Hall with some of the world's foremost ...
                    See full summary »",Allan Miller,NA,"['Roberta Guaspari', 'Arnold Steinhardt', 'Isaac Stern']",['Four Oaks Foundation']
1996,Fly Away Home,"£3,121,394",NA,A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,Carroll Ballard,"['Bill Lishman', 'Robert Rodat']","['Jeff Daniels', 'Anna Paquin', 'Dana Delany']","['Columbia Pictures Corporation', 'Sandollar Productions']"
1997,Bliss,"$207,751",NA,"The sex therapist, Spaulding Gray, is very successful. Beautiful women are lining up to see him. He seduces his clients. And they are all very happy. He has a secret technique, which is not that secret.",Lance Young,['Lance Young'],"['Craig Sheffer', 'Terence Stamp', 'Sheryl Lee']","['Triumph Films', 'Stewart Pictures', 'Pacific Motion Pictures']"
1996,Grace of My Heart,"$617,632","$5,000,000","An aspiring singer, Denise Waverly/Edna Buxton, sacrifices her own singing career to write hit songs that launch the careers of other singers. The film follows her life from her first break...
                    See full summary »",Allison Anders,['Allison Anders'],"['Illeana Douglas', 'John Turturro', 'Sissy Boyd']","['Cappa Production', 'Gramercy Pictures (I)', 'Universal Pictures']"
1995,Schlafes Bruder (Brother of Sleep),NA,NA,NA,NA,NA,NA,NA
1996,Maximum Risk,"ITL 532,445,000","$25,000,000","A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with ...
                    See full summary »",Ringo Lam,['Larry Ferguson'],"['Jean-Claude Van Damme', 'Natasha Henstridge', 'Jean-Hugues Anglade']","['Columbia Pictures Corporation', 'Roger Birnbaum Productions', 'Moshe Diamant Production']"
1996,Michael Collins,"$11,030,963","$28,000,000","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",Neil Jordan,['Neil Jordan'],"['Liam Neeson', 'Aidan Quinn', 'Julia Roberts']","['Warner Bros.', 'Geffen Pictures']"
1996,"The Rich Man's Wife,","$8,538,318",NA,"A rich man's wife finds she has a bad prenuptial agreement with an even worse husband. Over drinks with a stranger, she fantasizes about doing her husband in to void the prenupt. The ...
                    See full summary »",Amy Holden Jones,['Amy Holden Jones'],"['Halle Berry', 'Christopher McDonald', 'Peter Greene']","['Hollywood Pictures', 'Caravan Pictures']"
1996,Infinity,"$145,697",NA,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,Matthew Broderick,"['Richard Feynman', 'Ralph Leighton']","['Matthew Broderick', 'Patricia Arquette', 'Jeffrey Force']","['First Look International', 'Neo Productions', 'Overseas FilmGroup']"
1996,Big Night,"ITL 763,505,000","$4,100,000",A failing Italian restaurant run by two brothers gambles on one special night to try to save the business.,Campbell Scott,"['Stanley Tucci', 'Joseph Tropiano']","['Tony Shalhoub', 'Stanley Tucci', 'Marc Anthony']","['Rysher Entertainment', 'Timpano Production']"
1996,Last Man Standing,"$18,127,448","$67,000,000",A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,Walter Hill,"['Ryûzô Kikushima', 'Akira Kurosawa']","['Bruce Willis', 'Bruce Dern', 'William Sanderson']","['Eclipse Catering', 'Lone Wolf', 'New Line Cinema']"
1996,Caught,"$315,752",NA,"Joe and Betty run a fish market and have sunk into a comfortable, if somewhat boring life. Enter the drifter Nick, who takes a job in the store and a place in their home. He proceeds to ...
                    See full summary »",Robert M. Young,"['Edward Pomerantz', 'Edward Pomerantz']","['Edward James Olmos', 'Maria Conchita Alonso', 'Arie Verveen']","['Cinehaus', 'Circle Films', 'DuArt Film and Video']"
1996,Set It Off,"$36,049,108","$9,000,000","Desperation drives four inner-city women (Queen Latifah, Jada Pinkett Smith, Vivica A. Fox, Kimberly Elise) to bank robbery in Los Angeles, then they start mistrusting one another.",F. Gary Gray,"['Takashi Bufford', 'Takashi Bufford']","['Jada Pinkett Smith', 'Queen Latifah', 'Vivica A. Fox']","['New Line Cinema', 'Peak Films']"
1996,2 Days in the Valley,"$11,114,000",NA,48 hours of intersecting lives and crimes in Los Angeles.,John Herzfeld,['John Herzfeld'],"['Teri Hatcher', 'Jeff Daniels', 'Danny Aiello']","['Rysher Entertainment', 'Redemption Productions']"
1996,Curdled,NA,"$2,309,723","Gabriella, a Colombian immigrant, is obsessed with understanding violent crime. The current string of murders by ""The Blue Blood Killer"" of affluent Miami socialites provides her with ...
                    See full summary »",Reb Braddock,"['Reb Braddock', 'John Maass']","['William Baldwin', 'Angela Jones', 'Bruce Ramsay']","['A Band Apart', 'Tinderbox Films']"
1982,"Associate, The (L'Associe",NA,NA,NA,NA,NA,NA,NA
1996,Ed's Next Move,NA,NA,"Ed lives in Wisconsin, but he's just been dumped by his girlfriend. So he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the ...
                    See full summary »",John Walsh,['John Walsh'],"['Matt Ross', 'Catherine Curtin', 'Timothy Pilato']",['Bluehawk Films']
1996,Extreme Measures,"ITL 2,583,776,000","$38,000,000","Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room ...
                    See full summary »",Michael Apted,"['Michael Palmer', 'Tony Gilroy']","['Hugh Grant', 'Gene Hackman', 'Sarah Jessica Parker']","['Castle Rock Entertainment', 'Simian Films']"
1996,"The Glimmer Man,","JPY 87,897,900","$45,000,000","Two cops, played by Seagal and Wayans, are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".",John Gray,['Kevin Brodbin'],"['Steven Seagal', 'Keenen Ivory Wayans', 'Bob Gunton']","['Warner Bros.', 'Seagal/Nasso Productions']"
1996,D3: The Mighty Ducks,"$22,936,273",NA,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",Robert Lieberman,"['Steven Brill', 'Kenneth Johnson']","['Emilio Estevez', 'Jeffrey Nordling', 'David Selby']","['Walt Disney Pictures', 'Avnet/Kerner Productions']"
1996,"The Chamber,","ITL 419,247,000","$50,000,000",A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,James Foley,"['John Grisham', 'William Goldman']","[""Chris O'Donnell"", 'Gene Hackman', 'Faye Dunaway']","['Universal Pictures', 'Imagine Entertainment', 'Davis Entertainment']"
1975,"The Apple Dumpling Gang,",NA,NA,Three orphan children strike gold in 1878 California.,Norman Tokar,"['Don Tait', 'Jack M. Bickham']","['Bill Bixby', 'Susan Clark', 'Don Knotts']",['Walt Disney Productions']
1955,"Davy Crockett, King of the Wild Frontier",NA,NA,"Legends (and myths) from the life of famed American frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell ...
                    See full summary »",Norman Foster,['Thomas W. Blackburn'],"['Fess Parker', 'Buddy Ebsen', 'Basil Ruysdael']",['Walt Disney Productions']
1975,Escape to Witch Mountain,NA,NA,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,John Hough,"['Robert M. Young', 'Alexander Key']","['Eddie Albert', 'Ray Milland', 'Donald Pleasence']",['Walt Disney Productions']
1969,"The Love Bug,",NA,NA,A race car driver becomes a champion with a Volkswagen Beetle with a mind of its own.,Robert Stevenson,"['Bill Walsh', 'Don DaGradi']","['Dean Jones', 'Michele Lee', 'David Tomlinson']",['Walt Disney Productions']
1974,Herbie Rides Again,NA,NA,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,Robert Stevenson,"['Bill Walsh', 'Gordon Buford']","['Helen Hayes', 'Ken Berry', 'Stefanie Powers']",['Walt Disney Productions']
1957,Old Yeller,NA,NA,"A boy brings a yellow dog home. The dog loves the family as much as they love him, but can the love last ?",Robert Stevenson,"['Fred Gipson', 'William Tunberg']","['Dorothy McGuire', 'Fess Parker', 'Tommy Kirk']",['Walt Disney Productions']
1961,"The Parent Trap,",NA,NA,Teenage twin sisters swap places and scheme to reunite their divorced parents.,David Swift,"['Erich Kästner', 'David Swift']","['Hayley Mills', ""Maureen O'Hara"", 'Brian Keith']",['Walt Disney Productions']
1960,Pollyanna,NA,NA,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,David Swift,"['Eleanor H. Porter', 'David Swift']","['Jane Wyman', 'Hayley Mills', 'Richard Egan']",['Walt Disney Productions']
1993,Homeward Bound: The Incredible Journey,"$41,833,324",NA,Three pets escape from a California ranch to find their owners in San Francisco.,Duwayne Dunham,"['Sheila Burnford', 'Caroline Thompson']","['Michael J. Fox', 'Sally Field', 'Don Alder']","['Touchwood Pacific Partners 1', 'Walt Disney Pictures']"
1959,"The Shaggy Dog,",NA,NA,A teenage boy is cursed with periodically turning into an sheepdog.,Charles Barton,"['Bill Walsh', 'Lillie Hayward']","['Fred MacMurray', 'Jean Hagen', 'Tommy Kirk']",['Walt Disney Productions']
1960,Swiss Family Robinson,"$40,350,000",NA,A Swiss family must survive being shipwrecked on a deserted island.,Ken Annakin,"['Lowell S. Hawley', 'Johann David Wyss']","['John Mills', 'Dorothy McGuire', 'James MacArthur']",['Walt Disney Productions']
